喻悦锦	200534	14	12	5	11	6
路倩	200535	13	15	6	12	14
褚茹	200536	12	12	8	9	9
戴行丽	200537	12	15	6	5	14
伍凡	200538	10	13	8	7	13
黄雅咏	200601	15	10	8	7	11
熊婕吉	200602	13	14	8	8	11
金可	200603	13	10	7	6	11
樊璐	200604	14	15	5	8	5
席奕凡	200605	13	11	5	12	8
殷媛	200606	11	11	9	11	7
袁瑾茜	200607	11	15	7	9	6
邵薇澜	200608	14	12	7	11	12
孙晗	200609	11	15	10	11	15
鲍翔	200610	14	12	8	12	5
窦奕苑	200611	12	14	9	9	8
梅素	200612	14	10	7	11	15
褚云源	200613	11	15	6	6	12
戴克萱	200614	10	11	6	12	5
米素	200615	11	15	10	8	10
张融	200616	11	10	5	7	6
戚铭	200617	15	15	8	6	5
窦卿憧	200618	11	13	5	10	12
傅眉	200619	10	15	8	7	15
岑珊	200620	14	11	6	8	8
李奕启	200621	15	11	8	5	9
金翰姣	200622	10	11	8	12	5
席瑾	200623	14	10	5	12	6
禹倩贞	200624	11	14	9	9	11
云梦	200625	13	15	10	11	11
陶翰铎	200626	15	10	5	12	14
俞君若	200627	10	12	8	10	12
任皑	200628	10	10	10	5	15
孙建秋	200629	10	13	8	7	6
柯亮华	200630	11	15	10	5	9
任允	200631	11	13	7	6	14
奚和佩	200632	14	12	9	10	8
伍凝腾	200633	15	12	8	8	6
李灵	200634	10	13	6	5	6
卞琰奇	200635	13	14	9	6	11
徐纨倩	200701	11	15	7	5	13
柳浩	200702	11	12	9	8	12
彭瑶	200703	12	12	10	7	13
危聪晴	200704	14	15	6	7	7
史源	200705	15	10	9	5	10
安洁嘉	200706	15	11	7	12	5
许炎涵	200707	10	13	8	5	12
花泓	200708	15	15	5	8	9
喻奇	200709	11	15	5	6	15
蔡思渊	200710	12	12	5	5	12
凤珍芸	200711	10	12	7	10	10
韦瑶荷	200712	11	13	6	8	7
华瑶	200713	12	14	5	9	7
万香	200714	12	10	9	12	8
花航	200715	14	14	9	11	7
华飘玉	200716	11	14	10	7	11
彭娅	200717	14	13	10	6	8
窦艳茗	200718	12	13	8	9	7
韩固芳	200719	13	15	7	7	14
伍夕	200720	10	14	6	5	11
郑铭铎	200721	12	11	10	6	11
雷旭以	200722	14	15	5	5	12
谢琬钧	200723	14	12	9	11	12
祁飘萱	200724	12	10	7	8	5
赵风爱	200725	14	15	6	10	13
虞妤	200726	15	12	7	7	7
罗惠贞	200727	13	10	10	12	10
奚佳	200728	11	10	9	9	10
董可莉	200729	14	10	9	10	11
谈艳	200730	11	14	9	10	10
潘园	200731	13	11	7	5	11
胡翰澜	200732	14	14	10	12	6
臧钧融	200733	13	15	7	11	15
倪霄卿	200734	13	10	6	11	12
阮固怡	200735	13	10	6	9	14
唐和宏	200736	14	12	5	7	12
闵瑛	200737	13	11	9	8	11
韩宜	200801	12	10	10	9	15
常丽	200802	10	12	10	6	8
姚姬倩	200803	13	15	5	9	9
姚瑾朗	200804	10	15	8	12	13
蓝怡嘉	200805	10	14	7	11	10
毛佳艳	200806	14	15	9	9	15
萧丽	200807	13	11	8	5	15
马卿	200808	13	11	6	6	8
高婕雄	200809	14	14	10	9	13
项朗	200810	11	12	5	8	13
危源以	200811	15	15	10	11	12
昌文静	200812	10	15	9	8	13
戚铎伊	200813	14	14	9	5	6
梁轮	200814	15	10	9	6	5
成颖	200815	11	12	8	11	15
李眉婉	200816	13	12	9	10	9
苏华融	200817	14	13	6	5	15
乐琬娅	200818	10	10	8	7	14
胡铎漩	200819	15	13	10	7	14
莫淇眉	200820	15	13	8	9	5
李蕊萍	200821	15	12	10	7	12
袁铭琦	200822	11	13	9	7	12
章梦昭	200823	13	15	10	12	9
秦希悦	200824	14	12	6	5	9
谈娅晶	200825	11	14	10	8	12
庞秋冠	200826	13	15	7	8	10
苏宏时	200827	10	13	10	6	13
曹琦婉	200828	15	10	7	5	10
凤娟	200829	12	12	8	9	11
马勤莹	200830	11	15	8	7	9
齐泰	200831	12	14	8	12	5
时韵士	200832	14	11	7	12	13
孔萍	200833	10	11	6	6	15
霍枫	200834	15	11	9	7	12
贝妍朗	200835	15	14	9	12	9
乐娟	200836	11	10	10	12	8
褚艺淇	200901	13	13	6	6	12
庞荷	200902	15	13	7	6	9
蓝怡盛	200903	10	12	10	12	10
毛纨妹	200904	10	14	8	9	5
郑钊憧	200905	13	10	6	12	12
冯希惠	200906	15	10	6	8	10
蒋铭	200907	14	15	10	6	11
柏仪亮	200908	14	15	8	8	5
魏依	200909	14	15	10	5	5
舒佩馨	200910	13	14	10	11	7
鲁腾	200911	13	14	8	6	6
齐仪琴	200912	12	13	8	9	15
卢希允	200913	12	14	5	6	10
郭霄茗	200914	15	11	5	10	15
成雪	200915	13	14	5	6	9
雷卿	200916	12	11	6	7	12
葛枫家	200917	14	11	8	5	11
王玉芳	200918	14	12	9	6	9
屈贞梦	200919	14	11	6	11	11
于洁	200920	10	10	7	6	11
何莹	200921	10	13	6	10	13
韩枝玲	200922	11	13	10	9	15
席凡咏	200923	11	15	8	10	7
俞琰时	200924	14	12	7	8	7
江毓	200925	14	15	5	5	9
高毓沫	200926	14	12	5	7	5
王依晶	200927	10	13	7	11	5
陶瑶	200928	13	13	5	5	8
禹勤凡	200929	11	11	10	11	5
骆枫欣	200930	15	15	10	11	5
麻荷欣	200931	14	13	7	12	10
霍妍	200932	14	15	5	7	9
田伦	200933	11	13	5	11	11
秦园悦	201001	10	10	7	11	7
蓝云源	201002	14	14	6	5	10
汪悦憧	201003	15	12	6	7	8
唐翰	201004	11	13	5	12	15
茅珊勤	201005	10	12	10	6	12
骆仪	201006	15	11	9	6	14
潘若兰	201007	11	12	9	8	15
管叶琳	201008	11	14	5	8	5
米爱妍	201009	13	12	8	6	5
昌涵	201010	14	15	9	7	8
邹怡荣	201011	12	15	5	6	13
陈灵凝	201012	12	14	5	7	8
林奇姬	201013	11	15	7	12	13
伏泰源	201014	13	12	10	12	13
卞莹卿	201015	12	10	7	5	9
昌士启	201016	13	13	9	11	11
蔡铎	201017	13	15	9	5	9
吕钧伊	201018	12	11	7	10	5
华佳	201019	13	10	8	12	7
韦欢妍	201020	15	14	9	7	8
盛慧	201021	12	11	10	9	15
穆娅纯	201022	12	10	8	12	7
祝固筠	201023	11	13	7	9	8
奚元元	201024	14	12	5	10	9
臧晴依	201025	11	14	10	7	15
安妤泽	201026	11	10	7	9	8
任轮媛	201027	12	10	5	11	9
湛思雄	201028	13	11	9	12	11
袁婉荣	201029	12	13	8	8	7
强娅雪	201030	11	11	9	5	11
褚媛华	201031	11	15	9	11	14
华琪	201032	13	13	6	9	6
吴丹	201033	12	11	8	5	11
殷青	201034	11	10	9	5	11
蒋凡艳	201035	14	12	5	11	13
杜荔娟	201036	12	14	7	8	10
吴眉颖	201037	14	15	5	11	12
沈家	201038	14	14	9	12	13
卞弘家	201101	12	11	6	8	15
严惠冠	201102	13	14	7	12	14
郎沫	201103	13	15	5	8	6
郎炎镇	201104	12	15	10	10	5
孟锦昭	201105	12	11	6	9	10
童宜	201106	10	15	7	10	7
傅萍菁	201107	13	15	8	9	5
葛璧源	201108	11	15	6	10	7
凌荔	201109	15	15	9	8	9
卜伦欢	201110	11	15	6	12	14
宋伯	201111	11	13	5	7	6
何彤	201112	15	13	8	7	10
闵漩咏	201113	15	10	10	12	7
喻冠瑶	201114	13	15	7	5	12
祝菁蕊	201115	12	12	5	8	5
苗固茹	201116	10	12	6	11	7
戚淇璐	201117	14	14	6	12	14
魏爱莲	201118	13	15	10	6	7
季月钧	201119	10	10	9	12	10
潘琴	201120	13	10	10	7	13
邵蓉和	201121	15	14	10	11	13
凤馨	201122	12	10	7	12	8
傅凡艺	201123	13	11	7	6	7
韩栋	201124	15	13	7	9	12
湛沫芳	201125	14	14	9	12	15
成浩	201126	15	10	10	10	8
田枝	201127	13	11	5	7	8
高钧琴	201128	10	14	7	11	8
钱斌	201129	13	14	7	12	13
殷梦冰	201130	11	14	9	12	6
郑倩钧	201131	15	11	5	8	13
米怡	201132	12	13	7	7	9
屈露楠	201133	15	11	7	10	5
熊媛	201134	11	11	10	5	8
林乐柔	201135	13	12	7	5	14
史澜	201136	13	15	7	11	7
席琦憧	201201	10	11	10	7	14
何柔霭	201202	12	15	5	11	10
彭克兰	201203	12	14	9	11	11
宋丽妤	201204	10	15	10	7	9
林伦浩	201205	12	11	7	11	5
黄芝	201206	12	15	9	7	11
明霭妤	201207	10	13	6	12	15
沈芝允	201208	13	12	6	8	6
虞瑾	201209	11	14	6	12	15
水倩	201210	13	10	9	6	7
万慧韵	201211	14	15	9	12	7
郝希	201212	15	11	7	7	14
袁吉妍	201213	15	10	9	7	5
安希希	201214	15	15	6	8	5
尹晨娅	201215	14	12	9	11	6
庞凤妍	201216	13	13	7	5	8
娄伯珠	201217	12	15	8	12	14
傅勤芳	201218	14	13	6	6	15
魏嘉悦	201219	13	12	6	6	15
冯娅月	201220	15	15	8	12	13
曹瑶	201221	10	13	5	11	15
周航	201222	11	11	7	12	10
万荷鹏	201223	15	15	7	5	10
乐凡	201224	12	12	5	9	5
于慧朋	201225	10	11	8	11	9
常先	201226	13	11	10	7	12
乐晶允	201227	15	14	10	5	13
闵可克	201228	12	13	7	5	5
毕枫	201229	10	13	9	10	9
凌言英	201230	12	15	10	8	12
张珠欢	201231	10	13	8	12	12
柯莉浩	201232	11	10	9	5	5
于策媛	201233	10	13	7	11	8
童珍克	201234	15	12	7	11	15
冯姣瑗	201235	14	12	8	5	10
鲍家聪	201236	12	10	6	9	12
祝妤	201237	10	11	9	11	5
米雁	201238	14	11	10	12	6
卞宁朋	201301	12	14	8	9	10
罗爽荷	201302	10	11	7	5	9
卞黛	201303	10	11	9	10	10
和凡鹏	201304	14	15	7	8	12
夏琳	201305	14	11	6	5	5
梁莲	201306	10	10	10	9	6
元倩若	201307	15	11	9	7	14
张彤致	201308	12	15	9	8	8
伍瑶奇	201309	10	14	7	5	9
费凡妍	201310	14	11	10	8	13
黄雪	201311	12	10	10	8	8
席纯	201312	11	11	10	11	8
邬怡希	201313	14	13	8	7	8
赵芸	201314	12	10	5	5	8
路彤克	201315	13	12	7	7	7
殷伊婵	201316	15	15	6	9	13
皮凡环	201317	12	15	8	7	10
霍凝君	201318	15	10	8	8	14
项梦文	201319	12	13	9	10	14
祝佳	201320	10	15	9	7	7
毕凤咏	201321	15	14	5	8	10
苗薇晗	201322	11	14	6	5	14
苗羽鹏	201323	14	13	5	10	9
萧先希	201324	13	11	6	7	7
贝萍枫	201325	13	11	10	6	13
周韵	201326	12	13	7	9	8
狄雪娅	201327	13	13	5	6	13
强婵淇	201328	14	14	6	5	15
卢琳淇	201329	13	11	6	6	6
尹子璐	201330	14	13	6	9	10
孟锦	201331	13	12	5	5	8
米薇艺	201332	13	13	5	8	15
皮冠妤	201333	13	15	8	9	12
金珍斌	201334	14	11	5	6	7
林言琪	201335	14	13	10	12	12
谢香月	201336	15	12	7	11	12
花玉	201337	14	11	9	9	12
卢伯先	201338	15	15	10	11	7
米铎欣	201339	13	14	7	10	12
谢元淳	201340	10	11	10	11	8
张克	201401	14	13	10	11	10
沈涵	201402	13	11	8	12	6
和仪荷	201403	14	15	10	11	6
傅育宁	201404	10	10	6	8	13
成冰	201405	12	11	9	11	12
康冰荔	201406	14	13	6	9	6
麻芝士	201407	14	15	7	7	15
颜乐泽	201408	11	12	6	5	15
酆妍	201409	12	13	9	8	15
麻琬婵	201410	14	14	10	5	5
禹妍	201411	11	13	9	10	9
黄昭洁	201412	13	10	7	5	6
昌月	201413	11	11	7	5	10
于瑶	201414	14	10	8	9	12
皮珍丹	201415	12	13	5	12	7
陈渊茹	201416	14	10	8	6	13
鲁瑛	201417	14	12	10	9	13
余婉宁	201418	15	12	7	6	9
计锦	201419	11	11	7	6	12
杜琰辰	201420	11	13	6	8	15
纪梦	201421	11	13	9	10	9
平伯琬	201422	15	11	6	6	6
蔡妹月	201423	10	10	8	7	8
凌园维	201424	14	11	8	9	14
廉瑶枝	201425	14	13	6	11	13
汪育旭	201426	13	12	8	9	10
唐皑	201427	14	15	5	10	7
董萍枫	201428	12	10	10	11	5
舒德	201429	13	10	9	7	11
毕露滢	201430	13	14	5	9	10
凌璧娟	201431	13	13	7	9	11
莫芸纨	201432	14	10	10	9	6
邵夕飘	201501	12	12	6	12	5
锺凡漩	201502	13	14	9	10	10
颜珊	201503	13	11	8	12	14
华姣钧	201504	11	14	6	12	9
吴一璐	201505	14	10	6	11	13
乐月	201506	14	11	9	8	7
瑞宜	201507	13	15	6	6	13
安秀	201508	11	10	7	5	12
萧倩瑛	201509	12	11	8	5	7
窦倩薇	201510	12	11	8	9	6
潘倩晴	201511	13	10	8	9	7
沈腾芳	201512	15	13	10	11	7
韩筠	201513	11	12	7	12	10
时宏	201514	10	13	7	6	12
窦妹	201515	14	14	7	7	7
倪致莲	201516	15	15	10	8	9
童莲	201517	12	13	6	12	15
尹珠芸	201518	10	11	5	5	9
袁和悦	201519	14	14	6	11	11
张卿媛	201520	15	12	7	5	5
季岚君	201521	13	13	5	12	13
蔡雪	201522	15	14	8	5	7
褚淇	201523	12	14	7	11	6
花兰	201524	13	11	5	8	13
任妤	201525	13	10	7	12	6
管宜时	201526	12	12	5	8	5
贺慧清	201527	11	10	6	5	6
云云炎	201528	11	10	9	5	5
章凝涵	201529	15	12	6	10	5
穆英婉	201530	10	14	8	11	9
昌芳	201531	14	12	6	6	9
莫时	201532	11	12	7	6	5
贝妹静	201533	11	15	10	7	14
孟静	201534	14	13	6	7	14
项妹馨	201535	15	14	9	10	11
吴启翰	201536	14	12	6	12	11
郎薇婕	201601	11	11	8	11	7
方辰	201602	15	14	10	10	6
铭英	201603	10	11	5	7	15
雷雪君	201604	10	13	8	10	15
皮希鸣	201605	15	15	7	5	5
喻悦	201606	13	12	6	10	5
时欢琬	201607	13	12	6	12	15
穆怡泰	201608	14	10	10	6	8
韩姬雪	201609	15	15	6	11	6
樊晗	201610	14	14	10	8	5
湛珍	201611	11	10	6	8	5
管启漩	201612	11	14	9	12	5
许克楠	201613	12	10	7	8	13
喻炎娅	201614	10	15	8	6	14
姚澜	201615	14	12	10	9	13
黄晶泓	201616	12	11	6	5	10
贺美影	201617	10	14	7	11	8
骆嫣蓉	201618	13	12	5	11	8
柯奕家	201619	11	10	7	6	8
贝叶	201620	14	13	8	10	11
安行月	201621	11	10	7	12	8
贾漩玉	201622	11	12	8	7	5
吴芸嫣	201623	14	12	6	10	10
任香毓	201624	12	15	8	5	6
徐固	201625	10	15	7	5	5
唐固希	201626	10	12	5	12	7
祝晗	201627	12	13	5	6	6
支晴瑗	201628	15	15	5	11	8
苗澜泓	201629	10	13	5	7	15
熊涵	201630	14	14	7	12	6
俞静楠	201631	15	13	5	7	6
杜巧婉	201632	11	14	8	8	7
穆姣姣	190101	37	36	26	17	30
江芝巧	190102	43	43	29	12	20
吕雨荣	190103	45	41	30	10	30
盛憧悦	190104	41	37	28	14	22
鲍筠	190105	45	37	30	17	26
余炎纨	190106	41	36	26	16	30
薛柔	190107	37	44	28	18	22
王旭	190108	39	35	28	15	24
曹嫣翔	190109	41	44	26	18	23
平嫣弘	190110	39	45	29	16	22
项弘元	190111	35	41	27	13	22
金德	190112	39	35	28	15	25
苏希	190113	45	43	27	10	26
卫若	190114	39	43	24	18	21
宋芸筠	190115	45	44	24	18	25
昌致	190116	40	40	27	18	30
董钊晴	190117	39	45	25	12	24
颜荷文	190118	43	39	29	11	22
梅之兰	190119	42	39	25	14	22
霍贞澜	190120	37	45	28	17	27
颜凝辰	190121	45	43	24	10	24
昌悦钧	190122	36	35	26	11	20
娄漩镇	190123	36	39	24	11	22
董娟宜	190124	39	41	28	18	24
谢怡岚	190125	39	43	24	13	27
滕惠可	190126	44	45	30	16	27
常克欢	190127	40	45	27	10	21
褚倩寒	190128	40	44	28	12	25
危瑶	190129	36	44	24	11	26
蓝淇琰	190130	44	45	26	18	24
于晨真	190131	37	40	29	15	27
戴瑗涵	190132	39	41	29	10	23
乐澜一	190133	38	35	26	12	20
章萍姬	190134	37	41	25	10	30
凌丽枝	190201	39	36	27	15	27
贝憧欣	190202	35	44	30	17	29
周宇	190203	44	41	29	18	29
阮鸣	190204	40	36	24	12	29
熊克	190205	42	44	26	15	23
霍茜渊	190206	42	37	30	10	25
田环	190207	43	45	25	12	23
孔聪璧	190208	37	44	26	12	26
平鹏瑶	190209	40	44	28	17	22
骆月维	190210	43	43	24	18	27
胡朋宜	190211	43	38	24	11	21
罗鹏	190212	42	39	29	16	22
蔡清媛	190213	38	39	30	16	29
卞华	190214	37	36	25	14	20
汪澜	190215	41	37	30	11	26
花乐炎	190216	44	36	25	10	25
唐琴叶	190217	43	44	29	16	26
邵珍舒	190218	45	44	26	10	24
盛咏莎	190219	38	42	29	11	26
颜玉妍	190220	37	44	24	12	23
莫琦子	190221	37	36	24	12	22
林丽悦	190222	45	40	26	13	22
安伊	190223	43	44	25	18	25
尹丽彤	190224	45	43	29	10	24
薛芳泰	190225	35	38	25	11	25
狄妹榕	190226	40	38	24	11	21
湛羽舒	190227	38	40	24	16	27
吕勤	190228	35	41	24	14	21
毕晨真	190229	39	45	24	14	24
秦凝	190230	35	36	30	11	27
柯克	190231	44	41	26	14	20
曹晗鸣	190232	42	43	25	17	25
明清	190233	41	40	24	10	26
水和倩	190234	36	42	25	15	27
锺瑛子	190235	42	42	27	16	21
伏珠	190236	37	45	26	16	24
罗瑗	190237	37	37	30	18	30
金薇	190301	40	43	26	17	21
勤欣	190302	43	35	29	12	24
施锦昭	190303	40	42	24	16	25
元娟鸣	190304	37	35	26	18	27
阮竹宜	190305	36	40	27	10	30
华融夕	190306	43	43	30	13	29
强轮琬	190307	42	35	29	13	25
范之琳	190308	43	39	26	16	27
杜翔娟	190309	42	41	24	17	23
樊爱	190310	35	45	28	18	24
沈欣怡	190311	36	37	26	13	26
康全	190312	36	37	26	18	30
童妹克	190313	39	41	26	16	29
黄舒雨	190314	44	37	25	14	27
曹怡	190315	42	36	24	11	27
计荔美	190316	40	35	29	12	30
褚环娅	190317	36	35	30	11	22
闵固	190318	41	39	25	17	30
余雁钧	190319	36	35	26	12	25
计伯	190320	42	38	30	13	28
钱晴瑶	190321	36	43	30	16	21
云萍雅	190322	36	42	24	10	20
凌翔	190323	39	35	29	10	27
屈萍	190324	45	41	26	17	29
范茜文	190325	36	45	30	13	23
鲁柔丹	190326	40	36	27	11	25
高香泓	190327	36	37	27	11	29
姚启璐	190328	39	36	25	14	28
郝冠	190329	45	45	28	13	23
吕维	190330	37	41	25	11	23
汪妍	190331	45	42	28	18	25
颜琳贞	190332	35	39	30	10	28
周丽琪	190333	39	40	29	16	21
常月	190334	40	42	25	14	30
彭行	190401	37	44	26	13	29
酆巧妤	190402	35	39	25	17	27
沈倩	190403	44	43	26	16	29
屈涵月	190404	36	45	25	11	29
胡澜华	190405	41	35	26	17	25
狄真倩	190406	40	38	24	13	25
皮淇晗	190407	41	36	29	14	26
梅莉	190408	43	37	26	14	22
梁慧凡	190409	41	36	29	13	21
傅雨梦	190410	44	39	25	12	23
苏雄	190411	35	37	25	10	25
任楠文	190412	45	44	30	18	25
霍文淳	190413	37	43	26	16	29
昝亚梦	190414	45	40	25	16	23
庞雅建	190415	36	42	27	14	28
岑婉策	190416	43	39	28	18	28
强铭眉	190417	37	41	28	17	27
曹伊	190418	37	39	24	10	21
于媛	190419	38	45	26	18	25
褚全荣	190420	42	42	30	16	28
强栋芳	190421	44	43	26	16	20
狄固依	190422	41	43	27	10	29
伍钊璧	190423	44	38	27	13	26
阮艳	190424	37	39	25	14	26
郑雪凡	190425	42	43	29	17	20
方伦环	190426	39	44	24	16	28
云仪枫	190427	35	45	28	13	22
骆英	190428	41	38	28	17	23
魏洁	190429	35	36	26	16	30
谈冰	190430	45	44	28	10	27
袁琦	190431	41	38	25	18	29
昌浩芝	190432	42	39	30	18	28
夏滢	190433	42	45	24	17	22
罗楠	190434	37	41	25	13	23
蒋铭瑾	190435	37	39	29	17	22
韦丽霄	190501	43	35	25	17	28
康毓珍	190502	43	43	27	15	24
宋鹏	190503	40	41	28	16	22
卞珊	190504	38	36	28	15	29
祝蕊苑	190505	36	37	24	18	29
贺婕钧	190506	38	41	30	14	23
殷寒云	190507	35	43	24	18	30
禹辰	190508	43	38	27	15	22
毕秀琴	190509	39	40	27	12	25
樊娜菲	190510	42	45	27	13	24
廉婕园	190511	35	39	24	17	26
万旭	190512	40	44	27	14	23
萧榕和	190513	40	41	26	10	27
昌琴	190514	35	38	28	18	27
锺婷婷	190515	40	43	24	15	23
吕眉	190516	40	42	24	16	20
莫韵	190517	38	42	30	10	28
梁琪	190518	45	38	30	11	20
邱瑛滢	190519	45	38	30	18	20
席枫羽	190520	41	45	27	10	28
席彤珊	190521	36	44	26	15	21
苏佳	190522	42	44	29	14	20
姜仪	190523	35	43	25	11	24
罗莎雪	190524	44	42	30	16	30
盛璧雨	190525	41	41	30	16	21
金雪	190526	43	44	25	11	28
安柔灵	190527	37	39	25	16	21
金秋淇	190528	39	43	26	13	25
章叶	190529	38	39	27	12	30
喻韵英	190530	37	38	29	13	23
史朋灵	190531	37	38	30	10	27
夏吉	190532	45	44	24	14	28
管冰	190533	40	37	29	12	29
酆惠黛	190534	43	42	29	17	20
昝珍巧	190535	42	43	29	17	23
乐柔	190536	38	36	28	11	25
曹珍家	190537	41	40	25	17	25
席茹	190538	42	35	28	11	29
蓝全	190601	42	43	24	10	23
席菁	190602	41	37	27	11	30
何嫣	190603	42	37	27	15	20
徐先	190604	44	43	24	13	27
孟馨	190605	39	36	24	15	20
米淑	190606	40	39	27	18	23
葛岚	190607	36	35	24	11	27
卢梁娅	190608	41	44	24	15	22
毕环茜	190609	45	45	30	12	20
周时琴	190610	42	42	28	17	21
蓝旭莹	190611	43	41	28	14	27
董艳和	190612	45	43	26	17	27
胡环	190613	45	43	27	12	26
熊婷青	190614	38	44	24	10	24
孔媛悦	190615	40	39	27	15	21
章妍雁	190616	45	42	26	18	20
康蕊炎	190617	44	38	25	10	21
阮航菁	190618	41	42	24	12	28
管凡	190619	44	43	25	10	22
阮枫	190620	35	41	25	14	24
金怡珊	190621	41	43	28	11	26
金雨	190622	36	35	25	16	28
成娴珍	190623	45	42	28	15	20
严园	190624	42	36	29	11	23
刘菲	190625	43	38	26	15	26
滕莹雄	190626	38	44	27	11	22
花楠镇	190627	43	40	24	16	22
支妍惠	190628	44	39	30	14	23
倪柔嫣	190629	36	43	30	15	30
董淳	190630	44	39	27	17	25
郎欣雪	190631	43	43	28	18	20
狄薇晨	190632	42	45	25	13	26
戚依	190633	45	36	27	16	20
邵源	190634	36	45	29	11	24
禹倩	190635	44	40	27	16	30
林筠清	190701	38	35	29	15	29
莫先	190702	37	43	25	12	24
袁月	190703	44	42	25	11	24
倪旭	190704	36	39	27	14	27
穆盛铎	190705	37	39	28	12	25
项萱珍	190706	45	38	29	10	27
严素晴	190707	35	39	27	11	26
董嘉	190708	41	43	24	11	28
罗丹妍	190709	42	37	28	16	21
岑德瑗	190710	38	40	28	15	28
万黛娴	190711	37	44	30	15	30
陶琳珍	190712	45	37	30	14	30
霍一媛	190713	37	42	26	17	30
孟德	190714	39	45	25	16	24
汤玲	190715	42	35	28	14	26
沈妤宏	190716	39	43	25	11	25
汤霄	190717	44	37	26	17	21
乐瑛	190718	35	38	24	14	26
韩娟璐	190719	41	38	30	17	22
柳珠瑶	190720	37	39	26	10	22
田珍晴	190721	38	40	29	11	26
水依一	190722	38	38	28	18	27
漩憧	190723	39	40	27	17	24
舒寒时	190724	39	35	25	12	21
朱轮茜	190725	37	44	26	17	22
霍丽允	190726	39	40	28	16	23
支雪惠	190727	44	45	28	11	20
殷艺影	190728	38	45	29	11	26
黄荔奕	190729	36	43	28	11	24
常霞婉	190730	39	41	26	13	27
董晨冠	190731	41	37	26	18	28
朱洁悦	190732	36	42	26	10	22
戴夕	190733	42	45	26	13	30
岑舒婕	190734	38	42	27	10	23
昝源叶	190735	45	37	28	16	27
刁晶娜	190736	35	36	27	17	28
庞融	190737	40	41	27	10	22
郎雪策	190801	43	44	30	18	29
姜欣雨	190802	42	43	27	17	29
钱青	190803	44	44	24	15	20
严启爽	190804	45	36	24	10	22
魏怡航	190805	37	42	27	12	25
苏枫英	190806	39	38	24	16	21
姚娅思	190807	36	42	28	18	30
贾德柔	190808	43	35	30	18	30
蔡榕慧	190809	45	45	25	17	26
张宏和	190810	41	40	28	17	28
蔡爱璐	190811	37	40	26	17	28
项芳凡	190812	45	36	27	11	26
施可源	190813	42	42	24	17	22
谢倩全	190814	43	41	29	13	23
强馨乐	190815	44	37	27	16	24
金佳婉	190816	43	41	24	10	27
毕朋美	190817	41	39	26	16	24
蔡飘伊	190818	39	35	27	15	29
李英克	190819	40	40	25	18	22
邱薇	190820	42	35	27	10	30
和芝琛	190821	37	35	26	10	27
戚环	190822	45	42	29	11	26
韩嫣	190823	45	37	28	16	22
韩琦	190824	37	43	29	10	27
张筠	190825	37	37	27	10	26
严艺斌	190826	38	37	28	16	21
李璧柔	190827	42	38	26	10	20
谢黛佩	190828	38	45	28	16	23
云柔英	190829	43	42	24	13	29
王美镇	190830	35	36	30	10	21
孔澜珍	190831	35	42	28	11	20
娄珍枫	190832	35	39	24	16	30
马冰钧	190833	45	36	26	15	30
冯玉玲	190834	44	43	30	11	23
卞香	190835	36	43	28	14	22
黄树佳	190836	38	45	30	13	25
舒晓宇	190901	41	44	25	11	23
贝全媛	190902	35	43	30	10	22
倪鹏浩	190903	45	35	28	16	20
林怡晓	190904	43	35	29	12	26
喻策怡	190905	45	40	27	12	29
萧柔	190906	36	40	30	17	27
霍可泓	190907	43	39	29	16	30
黄建文	190908	40	38	27	11	24
昝漩素	190909	38	38	28	16	20
施瑶筠	190910	38	36	25	17	20
和悦	190911	36	36	24	16	25
姚士澜	190912	44	45	25	18	28
水英泓	190913	43	35	25	13	30
窦怡漩	190914	41	39	29	16	29
何娅涵	190915	42	36	26	15	27
云淳弘	190916	37	39	28	16	26
梅建镇	190917	39	43	28	14	24
葛泰	190918	38	38	24	18	26
尹瑶芳	190919	43	35	27	17	21
骆楠家	190920	35	41	27	14	23
孔朋冰	190921	40	35	30	13	28
湛璐雪	190922	36	44	28	13	22
卫淇	190923	43	35	27	13	22
滕晗彤	190924	40	39	30	17	25
夏雨菁	190925	41	43	27	10	23
卢丽怡	190926	43	42	24	13	23
尤莹宜	190927	45	45	30	10	23
邵铎爱	190928	45	41	27	12	29
魏渊	190929	39	36	27	14	28
廉淇	190930	40	39	28	17	26
严淑勤	190931	44	38	26	16	24
褚姬先	190932	40	41	25	14	20
高媛美	190933	44	42	27	12	29
韦以乐	191001	38	35	28	10	27
莫时	191002	40	37	25	16	29
朱克士	191003	35	45	29	14	25
席蕊妍	191004	40	41	30	14	26
蔡浩奕	191005	37	45	29	11	26
韦瑶青	191006	40	40	25	15	26
贺伊晴	191007	39	43	25	14	27
齐晶寒	191008	43	36	27	17	26
昌固彤	191009	35	44	24	10	27
伏源纯	191010	43	35	28	12	23
秦佩洁	191011	37	43	26	11	20
蔡吉纨	191012	40	42	30	18	22
谈丹文	191013	35	43	25	12	29
卜晨瑛	191014	41	38	24	16	29
黄斌	191015	35	44	25	16	29
郝瑾	191016	44	37	30	15	29
邱玉凡	191017	44	41	28	14	30
史航美	191018	42	35	29	16	26
梅悦羽	191019	36	39	25	13	20
唐琳芸	191020	35	44	24	13	23
祁园	191021	39	45	30	18	25
余伯	191022	39	41	27	10	29
冯姣眉	191023	38	39	28	17	25
路荷娅	191024	43	40	26	14	25
万卿盛	191025	45	35	27	11	27
闵先全	191026	40	35	28	14	29
闵舒茹	191027	43	40	28	16	21
